## RunInfo	version:1.0.3	annotated_features:14968	total_fragments:37498273	pair_mapped:16431724	pair_mixed:16570027	single_mapped:0	unmapped:4496522	unique:16447034	ambig:16554717	overlap_unique:97254	overlap_ambig:931666
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HERVK14C_1q44	5153	29	29.00	5.02e-05	35	21	32	32	33.00	5.02e-05
MER4B_10q24.32	3700	29	29.00	4.1e-05	33	28	31	31	31.00	4.1e-05
PRIMA41_19p12d	3328	29	29.00	3.34e-05	33	24	29	29	29.00	3.34e-05
HERVH_15q26.3b	5807	29	22.00	3.02e-05	8874	14	112	152	149.19	4.22e-05
MER4_4p16.3a	4403	29	29.00	2.7e-05	33	29	30	30	30.50	2.7e-05
HERVH_5q23.2a	4621	29	21.00	3.21e-06	63384	16	489	1366	1359.23	0.00119
HML3_1q21.3a	5140	28	27.00	6.1e-05	67	17	29	29	29.50	6.15e-05
MER4_Yq11.221b	7441	28	28.00	5.42e-05	41	27	29	31	30.50	5.42e-05
HERVW_1q22	4275	28	25.00	4.14e-05	40	23	32	33	32.62	4.58e-05
HERVFH21_16p11.2	6994	28	28.00	3.93e-05	40	28	29	29	29.00	3.93e-05
HERVH_8q22.2	5915	28	9.00	2.85e-05	33907	1	213	679	676.76	0.000451
HERVH_Xq23c	5978	28	23.00	8.14e-06	38041	14	110	487	468.76	0.000424
HML6_Xp11.22	4713	27	26.00	3.34e-05	27	26	27	27	27.00	3.34e-05
HERVL_3q26.1d	2386	27	26.00	2.77e-05	35	18	26	30	28.50	2.77e-05
HERVH_13q31.1e	5969	27	10.00	2.45e-05	38436	7	126	439	418.76	0.000359
HERVH_1p32.3e	5662	27	24.00	2.88e-06	38539	12	325	677	684.87	0.000602
HERVH_20q12a	5900	27	25.00	2.74e-06	26339	15	492	751	751.26	0.000302
HERVH_19q13.41a	6632	26	26.00	5.94e-05	413	25	28	28	29.24	5.94e-05
HERVH_1q41b	5727	26	25.00	3.68e-05	7805	4	40	74	72.55	7.4e-05
HERVH_19q13.41b	5601	26	15.00	1.43e-05	6611	5	57	84	82.20	3.72e-05
HERVH_13q21.1d	5849	26	9.00	9.77e-06	45066	6	382	752	748.28	0.000715
HERV3_16p13.3	2944	25	25.00	5.08e-05	28	24	25	25	25.00	5.08e-05
HERVH_9q22.31a	6526	25	25.00	3.71e-05	39	24	25	25	25.00	3.71e-05
HERVW_2p22.3	7034	25	24.00	3.26e-05	43	15	26	28	27.50	3.26e-05
HERVIP10FH_Yq11.222b	2901	25	25.00	2.82e-05	35	24	26	28	28.50	2.82e-05
HERVH_17q12	5804	25	11.00	1.89e-05	28577	6	80	262	268.82	0.000351
HERVH_11q24.3b	5640	25	17.00	1.18e-05	27533	7	104	323	336.26	0.000116
HERVH_4q28.1c	5837	25	22.00	2.97e-06	37876	13	137	599	611.35	0.00031
ERV316A3_5p14.3d	6365	24	24.00	5.11e-05	24	24	24	24	24.00	5.11e-05
HERVH_22q12.3a	5750	24	15.00	2.98e-05	33172	9	102	236	238.21	0.000209
PRIMA4_4p16.3	1257	24	24.00	2.28e-05	35	23	25	28	26.50	2.28e-05
MER41_7q34b	5169	24	23.00	2.1e-05	29	0	16	22	21.50	1.75e-05
HERVH_Xq13.1a	5231	24	20.00	2.02e-05	181	17	36	45	46.30	2.04e-05
HERVH_8q24.21a	5762	24	18.00	6.67e-06	41721	8	131	498	496.33	0.000405
HERVH_19q13.32e	5928	23	16.00	3.97e-05	6469	8	37	84	86.46	5.57e-05
HERVW_1p33a	5545	23	18.00	3.24e-05	38	11	23	24	24.00	3.24e-05
HML3_5p15.33d	4350	23	23.00	2.92e-05	29	12	25	25	25.00	2.98e-05
HML5_2p13.2	7719	23	23.00	1.77e-05	23	17	23	23	23.00	1.77e-05
HERVH_19p12a	9095	23	16.00	1.59e-05	6688	2	27	79	82.31	2.39e-05
HERVH_12p11.22a	6182	23	20.00	1.23e-05	2021	9	25	32	30.00	1.3e-05
HERVH_11q21d	6040	23	22.00	1.72e-09	40933	20	242	720	715.98	0.000627
HERVH_19p13.2d	10147	22	21.00	7.02e-05	38	16	25	26	25.50	7.44e-05
ERVLE_19q13.2b	1989	22	22.00	4.89e-05	25	22	24	25	24.50	4.89e-05
HARLEQUIN_21q22.3b	6006	22	20.00	4.54e-05	40	13	22	23	22.50	4.54e-05
HERVH_11q25a	5745	22	16.00	2.99e-05	2953	5	18	23	24.94	2.77e-05
LTR23_9q22.33a	4359	22	22.00	2.06e-05	28	22	22	23	23.00	2.06e-05
ERVLE_19q13.12c	7061	22	22.00	2.05e-05	38	22	24	25	24.50	2.05e-05
HERVH_10q23.31d	5970	22	16.00	1.95e-05	11907	5	52	112	114.67	9.69e-05
HERVH_5q34f	6048	22	13.00	1.89e-05	3372	7	47	61	61.09	2.31e-05
HERVH_7p15.3a	5956	22	18.00	1.8e-05	2614	4	32	45	40.10	2.54e-05
ERVLE_4q24i	2656	22	22.00	1.73e-05	23	22	22	22	22.00	1.73e-05
HERVIP10FH_1p33b	2632	22	21.00	1.65e-05	40	18	27	27	27.50	1.65e-05
HERVH_18q21.31b	7854	22	19.00	1.56e-05	9360	7	33	89	92.22	4.27e-05
HERVH_3p12.3d	7708	22	21.00	9.6e-08	32314	13	375	593	588.84	0.00015
HERVH_16q21a	8054	22	20.00	1.33e-09	6997	15	40	70	70.85	6.09e-06
HML5_1q22	5410	21	21.00	6.4e-05	26	21	21	21	21.00	6.4e-05
MER41_16p12.3	2025	21	21.00	5.65e-05	21	20	21	21	21.00	5.65e-05
HERVL40_22q11.23	7190	21	21.00	4.36e-05	24	21	21	21	21.00	4.36e-05
HUERSP3B_Xp11.22	3825	21	21.00	4.28e-05	31	17	25	25	25.50	4.28e-05
ERVLE_1q42.12a	1582	21	21.00	3.71e-05	24	21	22	22	23.00	3.71e-05
HERVH_14q32.12a	8067	21	19.00	3.56e-05	246	11	20	20	20.75	3.56e-05
ERVLE_16p13.3a	1485	21	21.00	2.88e-05	22	21	22	22	22.00	2.88e-05
HERVS71_10q21.1	9722	21	21.00	2.71e-05	27	19	21	21	21.00	2.71e-05
LTR57_2q37.1	924	21	21.00	2.1e-05	21	21	21	21	21.00	2.1e-05
ERV316A3_20q13.33b	1691	21	21.00	1.6e-05	22	21	22	22	22.00	1.6e-05
HERVH_1q41a	5567	21	15.00	1.34e-05	51623	14	250	787	782.30	0.000707
MER4_4q22.3	8524	21	21.00	9.95e-06	24	21	22	22	22.00	9.95e-06
HERVH_3p22.3c	2026	21	15.00	9.54e-06	22875	5	338	646	638.66	0.000574
HERVH_Xq11.2a	6570	21	13.00	2.38e-08	2296	5	29	34	36.88	4.38e-07
MER101_2q35a	3136	20	20.00	5.05e-05	20	20	20	20	20.00	5.05e-05
MER34B_9p21.3b	7441	20	20.00	4.8e-05	23	20	20	20	20.00	4.8e-05
MER4_9q22.31a	3453	20	20.00	3.7e-05	22	20	20	20	20.00	3.7e-05
HML4_17q21.31	28633	20	20.00	3.54e-05	212	20	26	98	91.50	0.000117
HERVIP10FH_19q13.43	6246	20	20.00	3.34e-05	24	20	20	20	20.00	3.34e-05
HERVL_17p11.2b	814	20	20.00	2.75e-05	20	18	20	20	20.00	2.75e-05
HERVH_7q31.33e	6554	20	18.00	1.93e-05	3156	8	31	47	42.54	3.6e-05
MER4_3p21.31a	3350	20	20.00	1.43e-05	33	19	27	28	27.50	1.43e-05
HERVH_9q21.33a	8625	20	14.00	1.22e-05	33910	9	140	398	419.52	0.000351
MER61_1p34.1b	4482	20	20.00	1.2e-05	43	16	21	23	22.33	1.2e-05
HERVH_3p11.1a	1437	20	20.00	4.51e-09	740	20	71	73	71.98	4.86e-07
MER4_Xq21.31c	4199	20	20.00	2.89e-10	178	20	35	35	36.00	3.66e-07
HERVH_13q13.3a	5867	20	19.00	8.98e-11	41025	15	182	561	601.11	0.000335
HML2_1q21.3	1777	19	18.00	4.44e-05	38	10	24	24	24.07	5.18e-05
LTR57_22q11.21	1388	19	19.00	3.83e-05	19	19	19	19	19.00	3.83e-05
MER4_2p21	9146	19	19.00	3.07e-05	31	19	20	20	20.00	3.07e-05
MER61_1q43	4986	19	19.00	2.01e-05	20	19	19	19	19.00	2.01e-05
HERVH_3q28a	5603	19	11.00	1.36e-05	11524	2	58	147	142.91	0.000156
HERVH_7p14.1	5829	19	11.00	7.49e-06	41432	5	102	330	311.56	0.000254
HERVH_13q13.3b	5548	19	18.00	3.58e-06	6120	12	38	64	67.88	2.22e-05
HERVH_12p12.3e	8067	19	14.00	6.57e-09	2765	5	21	43	40.91	9.72e-06
HERVH_5q14.3a	5530	19	15.00	3.92e-10	47354	11	279	773	793.47	0.000623
HERVS71_19q13.12b	3883	18	18.00	3.5e-05	519	10	19	24	22.17	3.51e-05
HERV9_5q31.2	9460	18	16.00	2.88e-05	45	12	23	23	23.00	2.92e-05
HERVH_2p13.3a	6331	18	16.00	2.88e-05	1076	6	19	20	23.28	2.9e-05
HML3_5p15.33c	3112	18	18.00	2.63e-05	56	8	20	20	20.00	2.58e-05
HERVH_1q42.2e	5756	18	10.00	2.09e-05	15786	3	44	146	150.91	0.000103
HERVH_18q22.3b	5948	18	18.00	1.85e-05	175	15	18	18	18.05	1.85e-05
HERVH_20q13.12c	5912	18	15.00	1.8e-05	7785	7	35	81	76.77	3.31e-05
HERVH_11q21a	5711	18	12.00	1.59e-05	7590	2	26	88	76.61	4.13e-05
HERVH_5q21.2b	6847	18	15.00	1.12e-05	16164	6	121	307	308.91	0.000213
HERVH_20p12.1a	5673	18	18.00	2.5e-10	37210	18	193	833	834.14	0.000908
HUERSP3B_7p21.3	6918	17	17.00	3.76e-05	23	17	20	20	20.00	3.76e-05
ERVL_Xp11.22a	5983	17	17.00	3.5e-05	20	16	17	19	18.50	3.5e-05
ERVLB4_22q13.2	2321	17	17.00	3.43e-05	18	17	17	17	17.00	3.43e-05
MER4_9q22.31b	2480	17	17.00	3.34e-05	27	16	24	24	24.50	3.34e-05
HUERSP1_2q11.2	3502	17	17.00	3.2e-05	19	17	17	17	17.00	3.2e-05
ERVL_1q44b	7027	17	17.00	2.76e-05	32	17	17	17	17.00	2.76e-05
HERVH_4q28.3i	5616	17	10.00	2.19e-05	6557	2	22	54	61.08	4.2e-05
HERVH_14q11.2b	2213	17	16.00	2.12e-05	107	9	22	22	22.00	2.17e-05
HERVH_9p13.3a	6041	17	16.00	1.61e-05	3895	11	17	21	24.13	1.66e-05
HERVH_Yp11.2a	5838	17	6.00	1.54e-05	24135	3	65	195	199.35	0.000114
HERVH_Xq21.32a	4918	17	13.00	1.46e-05	30566	4	55	352	353.97	0.000199
ERVLE_11p15.5a	7459	17	17.00	1.35e-05	39	17	18	19	19.50	1.35e-05
HERVH_4q32.3d	5710	17	17.00	1.01e-05	3007	8	33	41	40.88	2.21e-05
HERVFC1_7q11.21	5264	17	17.00	9.29e-06	21	6	17	17	17.00	9.24e-06
HERVH_1q42.13d	5919	17	14.00	8.51e-06	41632	8	127	559	558.13	0.000583
HERVH_2p22.2c	5711	17	13.00	6.43e-06	8334	9	29	50	60.76	2.24e-05
HERVP71A_12p13.31b	6154	17	17.00	3.57e-10	142	17	21	22	22.00	3.89e-10
HML6_12q24.12a	8100	16	16.00	5.02e-05	39	16	16	16	16.00	5.02e-05
HERV4_19q13.43b	2886	16	15.00	4.19e-05	33	15	18	19	18.50	4.19e-05
HML3_13q12.11a	4909	16	16.00	4e-05	32	9	18	21	19.75	4.11e-05
HERVL18_9p24.1	6463	16	16.00	3.83e-05	16	16	16	16	16.00	3.83e-05
MER4_4p16.3b	5026	16	16.00	3.78e-05	19	16	16	16	16.00	3.78e-05
HML6_7p13	1352	16	16.00	3.52e-05	16	12	16	16	16.00	3.52e-05
MER4B_Xq26.2b	3480	16	16.00	2.83e-05	18	15	16	16	16.00	2.83e-05
HERVH_12p13.2c	5528	16	11.00	2.47e-05	9437	5	36	107	104.19	7.44e-05
HERVIP10FH_4p13	7200	16	16.00	2.43e-05	21	9	17	17	17.00	2.43e-05
PABLA_19p12b	5980	16	16.00	2.31e-05	2058	16	16	17	16.50	2.31e-05
HERVH48_5p12	2953	16	16.00	2.29e-05	22	14	16	16	16.00	2.29e-05
HERVH48_Xp11.21	5937	16	16.00	2.24e-05	17	11	16	16	16.00	2.24e-05
HERVH_3_KI270780v1_alt	5748	16	8.00	2.06e-05	2463	0	0	19	24.24	1.94e-05
HERVH_19q13.32c	5664	16	14.00	2.05e-05	2688	9	23	30	28.93	2.2e-05
PABLB_7q11.21	8956	16	16.00	2.03e-05	24	16	17	19	18.50	2.03e-05
HML3_16p13.3	4671	16	16.00	1.95e-05	22	13	18	18	18.00	1.95e-05
ERVLE_17q21.31	6719	16	16.00	1.3e-05	22	16	17	17	17.50	1.3e-05
HERVH_14q32.2c	7735	16	13.00	2.5e-06	41001	10	375	970	944.14	0.000448
ERVLB4_3q25.2b	2281	15	15.00	5.85e-05	15	15	15	15	15.00	5.85e-05
ERV316A3_6q24.1a	6170	15	15.00	3.9e-05	15	15	15	15	15.00	3.9e-05
HERVH_6p21.2b	5008	15	13.00	2.62e-05	428	10	18	20	19.93	2.62e-05
HERVH_18q12.1c	6274	15	12.00	2.33e-05	3985	4	41	88	90.22	2.55e-05
HERVL40_11q25	4642	15	15.00	1.97e-05	15	15	15	15	15.00	1.97e-05
MER41_19p12a	1987	15	15.00	1.72e-05	15	15	15	15	15.00	1.72e-05
ERVLE_3q29b	2648	15	15.00	1.59e-05	15	15	15	15	15.00	1.59e-05
MER101_3p21.31	3569	15	15.00	1.51e-05	15	15	15	15	15.00	1.51e-05
HERVIP10FH_15q25.1	2091	15	14.00	1.1e-05	17	12	15	15	15.00	1.1e-05
MER4_6p22.3c	5308	15	15.00	1.1e-05	24	14	15	15	15.50	1.1e-05
HERVH_6q27a	6011	15	13.00	9.33e-06	4785	7	21	34	33.10	1.4e-05
HERVH_6p22.3e	5766	15	11.00	8e-06	42985	7	397	845	870.45	0.000616
HERVH_6q22.31c	5879	15	14.00	3.76e-06	41149	7	166	641	641.91	0.000834
HML6_4p14	5113	14	14.00	3.45e-05	44	14	14	14	14.00	3.45e-05
LTR19_6q25.3a	2206	14	14.00	3.28e-05	14	14	14	14	14.00	3.28e-05
HERVE_19p13.2	4373	14	14.00	2.58e-05	15	14	15	15	15.00	2.58e-05
MER4_3p21.31b	779	14	13.00	2.52e-05	14	12	14	14	14.00	2.52e-05
HERVE_11p15.4	8183	14	10.00	2.43e-05	111	2	18	19	18.83	2.24e-05
ERVLE_1q23.2b	4691	14	14.00	2.28e-05	16	14	14	14	14.00	2.28e-05
HML2_3q12.3	9123	14	10.00	1.71e-05	266	5	32	41	40.93	5.45e-05
ERVLE_15q25.3a	4003	14	14.00	1.39e-05	14	14	14	14	14.00	1.39e-05
HML3_7q11.21	2790	14	12.00	1.2e-05	26	9	16	16	16.00	1.44e-05
HERVH_11q24.1b	9076	14	9.00	1.15e-05	2771	5	28	37	38.57	1.32e-05
HERVH_8q21.3b	5645	14	7.00	1.11e-05	29519	1	41	191	176.54	0.000174
HARLEQUIN_7q33a	4695	14	14.00	9.78e-06	24	11	14	14	14.00	9.78e-06
MER4_14q11.2f	9063	14	12.00	8.82e-06	40	10	22	24	23.00	1.04e-05
MER41_6_GL000252v2_alt(c)	3164	14	0.00	8.79e-06	22	0	0	3	3.37	4.68e-06
HERVH_17q25.1c	5524	14	11.00	8.56e-06	8908	2	51	191	182.80	4.31e-05
HERVH_5q31.1b	6488	14	14.00	7.3e-06	1277	6	26	36	33.28	7.31e-06
HERV3_11q13.3	7157	14	14.00	6.8e-06	17	10	14	14	14.00	6.8e-06
HERVH_16q24.1b	5637	14	13.00	6.41e-06	26272	6	173	518	525.18	0.00041
HERVH_4p15.32	6179	14	11.00	3.15e-06	13477	5	47	157	171.09	4.8e-05
HERVH_3p22.2b	13233	14	14.00	7.49e-08	11282	10	33	116	109.68	3.59e-05
HERVH_5p14.3c	8808	14	13.00	1.37e-10	25618	8	146	298	296.95	0.000143
HERVH_4q32.1d	5839	14	14.00	4.1e-11	35964	13	127	492	477.71	0.000503
HERVH_5q33.2	5744	14	14.00	2.2e-11	39868	10	81	436	444.22	0.000204
ERVLE_13q14.13	2339	13	13.00	3.41e-05	14	13	13	14	13.50	3.41e-05
MER34B_19q13.2	5231	13	13.00	2.91e-05	19	13	13	14	14.00	2.91e-05
HERVH_15q11.2	5668	13	11.00	2.8e-05	1007	7	12	13	13.22	2.82e-05
ERV316A3_6q13b	1416	13	13.00	2.53e-05	13	13	13	13	13.00	2.53e-05
ERVLB4_3p21.31a	4979	13	13.00	2.48e-05	16	13	16	16	16.00	2.48e-05
HERV3_7q34a	9392	13	13.00	2.37e-05	15	13	13	13	13.00	2.37e-05
HERVE_7q21.3	4075	13	13.00	2.1e-05	21	4	16	16	16.00	2.11e-05
HERVH_13q33.2	6232	13	12.00	1.89e-05	1763	4	17	22	21.73	2.27e-05
ERV316A3_1p32.3b	3601	13	13.00	1.66e-05	15	13	14	14	14.00	1.66e-05
HERVH_10q24.33a	8217	13	12.00	1.35e-05	290	9	17	21	19.31	1.43e-05
HUERSP3_11p15.1	8314	13	13.00	1.32e-05	14	13	13	13	13.50	1.32e-05
HUERSP3B_Xq13.2b	6550	13	13.00	1.24e-05	17	10	13	13	13.00	1.24e-05
HERVH_3q11.2b	5704	13	12.00	8.8e-06	392	6	55	58	56.83	8.8e-06
HERVH_9q22.2	5655	13	9.00	8.61e-06	39383	5	311	825	822.83	0.000613
ERVLB4_19p13.11	4817	13	13.00	7.34e-06	20	13	14	14	14.00	7.34e-06
HERVH_14q24.3a	5875	13	10.00	7.29e-06	23910	5	65	170	166.72	9.5e-05
HERVH_1p36.32c	4402	13	11.00	6.58e-06	27755	7	183	404	391.63	0.000264
HERVH_19q13.32d	5540	13	12.00	4.63e-06	12098	7	23	109	125.72	2.82e-05
HERVH_7q31.33c	4843	13	12.00	1.43e-06	28664	9	170	336	336.84	0.000107
HERVH_20p11.23b	4728	13	5.00	6.78e-07	19934	1	611	1546	1538.14	0.000444
HERVH_3q21.3b	5517	13	12.00	1.37e-07	9904	8	21	76	67.01	6.33e-05
HERVH_4q34.3c	5777	13	13.00	9.34e-08	1042	9	20	26	23.22	4.48e-06
HERVH_12q15a	5543	13	11.00	1.64e-09	45957	8	200	808	803.00	0.000827
HERVH_6q22.1b	5827	13	12.00	5.11e-10	53082	8	236	919	898.19	0.000733
HERVH_4q24b	5705	13	12.00	3.12e-10	17900	9	88	267	289.85	0.000222
HERVH_9q33.1d	5765	13	13.00	1.06e-11	31072	12	131	417	422.89	0.000448
HERV4_19q13.41	2471	12	12.00	3.65e-05	13	12	12	12	12.00	3.65e-05
HML2_4p16.1b	9595	12	7.00	3.6e-05	51	0	16	16	16.00	3.74e-05
HERV9_19p13.3	7698	12	11.00	3.02e-05	181	4	13	13	13.00	3.03e-05
HUERSP3_11p13	9664	12	12.00	2.73e-05	16	12	12	13	12.50	2.73e-05
ERVLB4_3q11.2f	3325	12	12.00	2.57e-05	12	12	12	12	12.00	2.57e-05
HERV3_3q21.3	5633	12	12.00	1.78e-05	33	12	13	14	13.50	1.78e-05
HERVH_1p31.1g	5516	12	7.00	1.69e-05	10215	1	42	105	96.59	0.000108
HML2_17p13.1	7565	12	12.00	1.57e-05	397	12	14	15	15.11	1.57e-05
HERVH_7p22.1a	5202	12	9.00	1.09e-05	2651	3	18	34	29.16	1.35e-05
ERVLB4_8p21.3a	4547	12	12.00	1.05e-05	12	12	12	12	12.00	1.05e-05
MER4_Xp22.2c	1224	12	10.00	1.04e-05	18	9	12	13	14.00	1.04e-05
HERVK11_4q21.21a	2458	12	7.00	8.2e-06	70	6	21	23	23.83	1.44e-05
HERVH_1q42.13e	6248	12	11.00	7.54e-06	4724	7	19	38	40.30	1.09e-05
MER4_Xq21.33d	2595	12	12.00	7.39e-06	22	12	17	18	18.00	7.39e-06
HERVH_1p34.2b	5624	12	8.00	4.83e-06	6856	4	13	44	48.64	1.01e-05
HERVH_7q31.33d	5775	12	10.00	4.64e-06	25064	5	137	305	331.91	0.000122
MER41_1p36.12	12630	12	12.00	8.67e-09	361	12	15	24	22.50	9.41e-09
HERVH_2q24.3b	4114	12	12.00	1.69e-09	38345	12	136	440	440.22	0.000575
HERVH_10q22.3a	5516	12	12.00	5.96e-10	29770	10	195	401	394.42	0.000339
HERVH_2p25.2	5962	12	11.00	2.38e-10	31758	5	125	353	355.45	0.000166
HERVH_1p21.2a	5857	12	12.00	2.33e-10	39399	11	58	498	492.26	0.000471
HERVH_Xq23d	5707	12	11.00	2.07e-10	3735	11	29	53	52.63	2.69e-06
HERVH_8q23.3e	5726	12	12.00	1.65e-10	46412	9	187	833	819.53	0.00103
HERVH_4p15.2a	4994	12	12.00	1.41e-10	49620	9	151	641	695.46	0.000562
HERVH_12q21.1a	5748	12	11.00	2.93e-11	27719	11	115	296	304.19	0.000308
HERVH_18q21.31a	5906	12	11.00	2.73e-11	44020	10	361	807	825.46	0.000543
HERVH_19_GL949746v1_alt(b)	5595	11	1.00	6.76e-05	6879	0	0	81	79.38	6.4e-05
HML6_19q13.41f	7244	11	11.00	3.09e-05	14	9	11	11	11.00	3.09e-05
HERVH_7q34b	1686	11	11.00	3.06e-05	51	10	13	13	13.00	3.06e-05
HERVL_10p13a	6533	11	11.00	2.85e-05	11	10	11	11	11.00	2.85e-05
HERV3_11p15.5	2280	11	11.00	2.62e-05	19	11	13	13	13.00	2.65e-05
HERVK11_1q32.3	2106	11	11.00	2.51e-05	98	10	43	49	49.75	2.62e-05
HERVH_1p34.2a	3173	11	11.00	2.2e-05	68	11	13	13	13.00	2.2e-05
HML5_20p13	5041	11	11.00	2.1e-05	14	11	11	11	12.00	2.1e-05
HERVL40_19q13.2	4513	11	11.00	1.95e-05	17	11	11	12	12.00	1.95e-05
ERVLE_20q13.33b	2956	11	11.00	1.91e-05	42	11	12	12	12.00	1.91e-05
HERVH_19p13.2c	6219	11	11.00	1.9e-05	20	10	11	11	11.00	1.9e-05
HERVH_2p22.3f	5660	11	7.00	1.51e-05	2779	3	7	16	16.63	1.81e-05
HERVH_Xq26.3a	5687	11	9.00	1.37e-05	5166	3	10	34	31.27	2.7e-05
LTR25_12p11.22a	783	11	11.00	1.37e-05	11	11	11	11	11.00	1.37e-05
HERVS71_4p16.1b	7415	11	8.00	1.33e-05	97	6	13	13	13.00	1.91e-05
MER41_2q31.1a	546	11	11.00	1.21e-05	12	10	11	11	11.50	1.21e-05
HML4_16p13.3	10276	11	11.00	1.18e-05	69	5	13	14	14.33	1.2e-05
HML2_9q34.11	7222	11	11.00	1.08e-05	69	10	11	11	11.00	1.08e-05
HERVH_7q22.1b	5739	11	9.00	9.3e-06	1551	3	15	17	17.96	1.09e-05
HERVL18_1q32.2	4757	11	11.00	8.57e-06	11	11	11	11	11.00	8.57e-06
HERVE_12p13.31a	8319	11	10.00	7.86e-06	80	3	15	17	17.33	8.27e-06
HERVH_15q25.2	6024	11	10.00	7.75e-06	837	7	15	18	17.69	7.79e-06
HERVH_1p33	5820	11	6.00	5e-06	4908	1	15	55	56.25	2.33e-05
HERVH_Xp22.32a	5847	11	8.00	3.53e-06	17573	3	35	137	130.28	8.79e-05
HML5_19q11	4400	11	11.00	1.34e-06	79	11	43	55	54.00	1.34e-06
HERVH_10q21.1d	5826	11	10.00	6.15e-07	49191	8	239	771	772.59	0.000904
HERVH_Xp22.2c	5233	11	11.00	4.15e-09	3816	8	22	57	60.38	5.95e-06
HERVH_1q25.3	6164	11	11.00	1.93e-09	44288	9	520	1089	1088.53	0.00106
HERVH_8q13.2	5826	11	11.00	1.45e-10	26678	9	64	273	268.78	0.000176
ERVLE_4q22.1c	1674	10	10.00	2.75e-05	10	10	10	10	10.00	2.75e-05
HERVL40_4q31.3b	1739	10	10.00	2.42e-05	11	10	11	11	11.00	2.42e-05
HERVK11_1p13.3	7029	10	10.00	2e-05	16	7	12	12	12.00	2e-05
HERVS71_4p16.3	7334	10	8.00	1.91e-05	108	2	14	14	14.84	1.87e-05
PRIMA41_17q21.31b	6380	10	10.00	1.66e-05	38	10	10	11	10.67	1.68e-05
MER41_15q22.31a	5905	10	10.00	1.57e-05	22	9	13	15	15.00	1.57e-05
MER41_4p16.1b	5664	10	10.00	1.53e-05	11	10	10	10	10.00	1.53e-05
HERVIP10F_7q11.22	3995	10	10.00	1.44e-05	42	10	13	14	13.50	1.44e-05
HERVL_12p13.31b	8347	10	10.00	1.43e-05	21	10	12	12	12.00	1.43e-05
MER41_Xq21.33b	4545	10	10.00	1.38e-05	11	10	10	10	10.00	1.38e-05
HARLEQUIN_Xq23b	7790	10	10.00	1.33e-05	24	8	11	11	11.00	1.34e-05
HERVL_7q36.1b	6951	10	10.00	8.78e-06	153	10	27	29	28.00	8.78e-06
HERVH_3p25.3	5686	10	9.00	7.57e-06	8041	7	21	77	69.42	3.84e-05
HERVH_15q21.3a	6647	10	5.00	5.38e-06	5187	1	17	72	75.36	3.68e-05
HERVH_1p31.1i	5721	10	8.00	3.23e-06	8676	5	98	150	149.21	3.53e-05
HERVIP10FH_11p15.5	6789	10	10.00	2.02e-06	615	10	12	12	12.20	2.02e-06
HERVE_13q14.11a	7160	10	9.00	1.75e-06	11	9	10	10	10.00	1.75e-06
HERVH_8q22.1b	5887	10	10.00	1.97e-09	40732	5	178	607	591.02	0.000386
HERVH_7q31.32b	6270	10	6.00	2.65e-10	28716	4	63	305	292.50	0.000138
HML3_Xq13.3	6668	10	10.00	4.35e-11	3379	10	182	248	241.50	1.96e-05
HERVH_2p16.1d	5220	10	7.00	3.58e-12	6437	7	13	37	38.94	4.54e-06
HERVI_9q34.13	6655	9	9.00	3.95e-05	9	9	9	9	9.00	3.95e-05
ERVLE_11q23.3c	1683	9	9.00	3.07e-05	9	9	9	9	9.00	3.07e-05
MER4_3p24.3a	5981	9	9.00	2.65e-05	16	9	9	9	9.00	2.65e-05
HML3_19p13.2c	5809	9	8.00	2.64e-05	14	5	9	9	9.00	2.72e-05
HERVW_15q21.3	7495	9	9.00	2.47e-05	342	7	10	11	10.50	2.47e-05
HERVFRD_2p11.2	6763	9	9.00	2.33e-05	9	9	9	9	9.00	2.33e-05
HERVL_4p16.3a	3904	9	9.00	2.03e-05	9	9	9	9	9.00	2.03e-05
HERVH_8q22.1c	4235	9	9.00	1.96e-05	9	9	9	9	9.00	1.96e-05
HERVL40_5p12	9450	9	9.00	1.82e-05	11	9	9	9	9.00	1.82e-05
HML5_6p12.1	4890	9	9.00	1.8e-05	9	7	9	9	9.00	1.8e-05
ERV316A3_21q22.11b	4560	9	9.00	1.6e-05	10	9	9	9	9.00	1.6e-05
HERVH_2q31.1c	2189	9	9.00	1.57e-05	449	7	8	8	8.00	1.57e-05
HERVL_19q13.43	5538	9	9.00	1.56e-05	10	9	9	9	9.50	1.56e-05
HML2_22q11.23	10839	9	9.00	1.42e-05	32	8	11	12	12.50	1.42e-05
HERVS71_11p15.4	7442	9	6.00	1.3e-05	133	0	17	18	18.00	1.96e-05
HERVH_14q32.31c	1203	9	7.00	1.25e-05	5053	6	17	45	53.47	5.7e-05
MER4_1p34.1c	10585	9	9.00	1.23e-05	36	9	10	11	11.50	1.23e-05
MER41_12q13.12	6603	9	9.00	1.16e-05	11	9	9	9	9.00	1.16e-05
HERVKC4_6p22.1	8759	9	9.00	1.13e-05	22	9	11	13	12.00	1.13e-05
HERVH_Xq26.3b	5978	9	5.00	1.06e-05	4338	5	15	40	36.61	1.9e-05
HUERSP1_1q44a	7231	9	9.00	9.9e-06	11	8	8	8	8.00	9.9e-06
ERV316A3_6p25.1b	1879	9	9.00	7.1e-06	9	9	9	9	9.00	7.1e-06
